ShippingGUID,ShippingID,DateShipped,ShippingCost,ShipMode,AddressGUID
ae74a3a6-7f3e-4d9d-a5ef-246bc61c9500,3883,05/07/2012,8.08,Regular Air,8b057507-d2b4-4203-bad8-de317bed1b70
3d751d4f-6e3b-43d8-8baf-181c44a57e37,3884,28/09/2013,18.98,Regular Air,8b057507-d2b4-4203-bad8-de317bed1b70
d86bdae7-946d-4b3d-ac10-5cbb0eacae97,3885,09/05/2013,5.27,Express Air,ef595d43-627a-4cd2-8904-4fb1c2cbff60
9b267182-3e48-4e78-b6b8-d56643c35afc,3886,10/05/2013,9.02,Regular Air,ef595d43-627a-4cd2-8904-4fb1c2cbff60
6d3649a8-a67f-4e97-801c-54176d5dfc6d,3887,06/10/2013,32.48,Delivery Truck,ef595d43-627a-4cd2-8904-4fb1c2cbff60
48fe561c-1c2d-49fa-be71-3c2ed96318d7,3888,25/09/2011,1.99,Regular Air,dafd2603-9147-4474-a9f1-d0d6e9a5f41a
bb6741a5-bcc8-47a5-a44f-2b94780c70e9,3889,13/10/2011,5.03,Regular Air,21000360-61f9-4dac-9dca-07c34de4dab9
af83d31e-a1a8-4709-bc94-edfd12fdbec6,3890,22/06/2012,1.34,Regular Air,21000360-61f9-4dac-9dca-07c34de4dab9
b08e5fe7-1aae-4a0f-acbc-df93deb00a1f,3891,23/05/2011,24.49,Regular Air,3d2b14cc-9d75-40ef-86ea-c09f8f3bfbb5
6fd6667e-c4a5-4968-a30f-93bbd5121087,3892,18/06/2011,13.22,Regular Air,3d2b14cc-9d75-40ef-86ea-c09f8f3bfbb5
58d08823-dacb-4625-abac-537583fa9050,3893,17/09/2012,19.99,Regular Air,3d2b14cc-9d75-40ef-86ea-c09f8f3bfbb5
2276e13a-0e03-4d8b-831e-c12194fe80e9,3894,22/01/2013,6.3,Regular Air,3d2b14cc-9d75-40ef-86ea-c09f8f3bfbb5
ff1bfabf-73f0-4ac9-9461-3d0eda5e74be,3895,20/01/2013,8.99,Regular Air,3d2b14cc-9d75-40ef-86ea-c09f8f3bfbb5
2254a6bf-20f3-4fb6-a804-31c379f58c8f,3896,13/10/2011,49.0,Regular Air,0ed82312-1a94-4c65-9476-295b64a040c7
de0d5117-c45f-43d8-9bc6-a3e16e7bd5eb,3897,08/08/2012,1.49,Regular Air,0ed82312-1a94-4c65-9476-295b64a040c7
365489f4-64a8-4a98-a0b4-5111ae157137,3898,10/08/2012,19.99,Regular Air,0ed82312-1a94-4c65-9476-295b64a040c7
8156100d-28bb-44f3-ba5a-281e298a4a6b,3899,13/04/2011,7.69,Regular Air,9f4d7a74-fec3-48b3-879b-6aff5b564fe8
a209c5f6-2638-4a1d-8552-89419d96c220,3900,03/04/2012,19.99,Express Air,9f4d7a74-fec3-48b3-879b-6aff5b564fe8
6b0fde11-f680-4ab8-aa31-44417b3e4446,3901,29/03/2012,8.55,Regular Air,9f4d7a74-fec3-48b3-879b-6aff5b564fe8
4d91fb68-07f8-4fcc-904f-95c7fe0f3340,3902,22/06/2012,5.26,Express Air,9f4d7a74-fec3-48b3-879b-6aff5b564fe8
d35dfa8f-039e-4db0-ab13-73a14b69b249,3903,04/12/2013,60.0,Delivery Truck,9f4d7a74-fec3-48b3-879b-6aff5b564fe8
de833143-86e6-4d06-b590-83b60138f868,3904,25/12/2010,24.49,Regular Air,daf5ed02-88c5-4ac3-b5ff-d0cd9af9fbb4
a43d5828-2baf-472a-82f9-cb1e4a9f6af5,3905,14/08/2011,8.99,Regular Air,daf5ed02-88c5-4ac3-b5ff-d0cd9af9fbb4
791db5b0-eb51-4c22-a9d7-9386bc8b4468,3906,22/08/2011,35.84,Delivery Truck,daf5ed02-88c5-4ac3-b5ff-d0cd9af9fbb4
c046962d-2606-4d8e-a192-9f62fef333ba,3907,17/04/2013,49.0,Regular Air,daf5ed02-88c5-4ac3-b5ff-d0cd9af9fbb4
acbb253f-3132-4091-8672-f59f0c0a05c8,3908,20/08/2013,5.0,Express Air,daf5ed02-88c5-4ac3-b5ff-d0cd9af9fbb4
8535ea50-ebf3-4eb4-b620-7967710ff46a,3909,04/04/2012,35.67,Delivery Truck,d06d68c6-cb7f-47c8-bc78-cd90c284265c
6e81bd25-eb82-492d-8d80-ab5a817b259d,3910,02/05/2012,7.19,Regular Air,d06d68c6-cb7f-47c8-bc78-cd90c284265c
a1300089-f936-4b6e-83da-1bb7a3163067,3911,01/05/2012,24.49,Regular Air,d06d68c6-cb7f-47c8-bc78-cd90c284265c
9cc12121-b5d5-4cd7-b982-a1b7bea7f825,3912,04/08/2012,42.52,Delivery Truck,d06d68c6-cb7f-47c8-bc78-cd90c284265c
b0322f66-0b08-4a65-9a8a-43875fe29aec,3913,01/01/2011,9.47,Regular Air,0c800f57-fb4d-4dfe-8db6-0704ea25a78b
ba6f6b41-4aa5-4699-a632-c45637bfd1f6,3914,28/05/2011,4.0,Regular Air,0c800f57-fb4d-4dfe-8db6-0704ea25a78b
a9e816f8-0ca8-43e8-b9ad-02d47356bc08,3915,04/04/2012,7.12,Regular Air,0c800f57-fb4d-4dfe-8db6-0704ea25a78b
c4cb9346-415f-4c0f-8977-4a59257a7aca,3916,18/06/2012,11.15,Express Air,0c800f57-fb4d-4dfe-8db6-0704ea25a78b
804112e6-707c-420c-bc78-022dea6f3708,3917,04/07/2010,40.19,Delivery Truck,3c8ea9e5-5bcb-4456-a4b1-220b621051d6
bd8602d9-72f0-40e4-b5df-2d7ecfe15e00,3918,01/06/2011,5.99,Regular Air,3c8ea9e5-5bcb-4456-a4b1-220b621051d6
6a850e16-34b7-4131-aee3-b03f90b86c4c,3919,31/05/2011,1.99,Regular Air,3c8ea9e5-5bcb-4456-a4b1-220b621051d6
984661f9-c4dc-4a97-9e4b-30fb1856e76f,3920,28/04/2012,5.63,Express Air,3c8ea9e5-5bcb-4456-a4b1-220b621051d6
09a24e18-1b12-4cc9-a02f-bb103282ea56,3921,18/06/2012,10.05,Express Air,3c8ea9e5-5bcb-4456-a4b1-220b621051d6
24b4abd8-1988-4619-843b-d0fa6c396944,3922,21/04/2013,7.46,Regular Air,3c8ea9e5-5bcb-4456-a4b1-220b621051d6
090aa447-4eb8-45aa-a5eb-e195f4b0ffcf,3923,24/10/2013,1.99,Regular Air,3c8ea9e5-5bcb-4456-a4b1-220b621051d6
7d8d12cd-da54-4d48-abab-843f211dcd63,3924,24/03/2010,6.35,Regular Air,186724d8-264e-4bff-9e9c-93f548c4cd37
c3c6d883-0458-4bad-8191-944203c24e55,3925,08/08/2011,6.5,Regular Air,186724d8-264e-4bff-9e9c-93f548c4cd37
8f2041b5-f0c8-405f-b0c1-1a57c41edc1d,3926,20/04/2012,4.0,Regular Air,186724d8-264e-4bff-9e9c-93f548c4cd37
0fb2a1f2-1a65-4ba6-81f5-125b6ac34ffb,3927,18/05/2012,0.99,Regular Air,186724d8-264e-4bff-9e9c-93f548c4cd37
de694497-8051-4e0c-b237-9be500636a54,3928,23/03/2013,4.53,Regular Air,186724d8-264e-4bff-9e9c-93f548c4cd37
e84f4aec-3559-4a06-b0ca-9e5efe9622a9,3929,20/10/2013,7.78,Regular Air,186724d8-264e-4bff-9e9c-93f548c4cd37
98d3ae63-9ea3-4b11-8ec8-fa53b47535ee,3930,18/05/2010,3.99,Regular Air,5b8ae9af-7a95-4674-bd3e-03225a4be77c
536cb3af-f7a1-4194-8d0b-df928c44f0f6,3931,14/08/2010,51.94,Delivery Truck,5b8ae9af-7a95-4674-bd3e-03225a4be77c
70026e58-6c55-42ec-a013-6909142bc673,3932,13/01/2012,5.26,Regular Air,5b8ae9af-7a95-4674-bd3e-03225a4be77c
b7985a19-b441-4eff-841d-ac833fc1d7ef,3933,22/06/2012,0.5,Regular Air,5b8ae9af-7a95-4674-bd3e-03225a4be77c
e2c2ba95-8159-4209-aaab-c996ae7c78a0,3934,28/06/2012,14.52,Regular Air,5b8ae9af-7a95-4674-bd3e-03225a4be77c
46c6d266-f03c-4bd7-a12c-8cad72d147ac,3935,03/06/2010,0.99,Regular Air,e3728938-6d94-4018-96fd-4aac7e810acb
62292dff-6ab3-427b-9b1a-515dccb048ae,3936,02/10/2010,49.0,Regular Air,25d9087e-04f7-4eea-9dce-03b35a58acbf
969e75bd-7af6-4849-a12a-f505b2285bf7,3937,27/09/2010,1.99,Regular Air,25d9087e-04f7-4eea-9dce-03b35a58acbf
4ba20441-9bf9-4a74-9079-fc8e66d4b124,3938,27/09/2011,6.22,Regular Air,25d9087e-04f7-4eea-9dce-03b35a58acbf
aa2c8106-5f42-4aa9-ad89-ce55c3ec0b6e,3939,26/09/2011,69.64,Delivery Truck,25d9087e-04f7-4eea-9dce-03b35a58acbf
a7a7dd05-0549-4494-b466-7101a9467ab8,3940,14/05/2011,7.47,Regular Air,b8a986ee-987d-417e-98e8-7624cb1aeaa8
741fcff5-9efb-4c7b-a0cd-d0f33feab7d4,3941,17/05/2011,26.74,Delivery Truck,b8a986ee-987d-417e-98e8-7624cb1aeaa8
cf031793-6d32-4627-9caf-387d4139e207,3942,30/05/2011,5.33,Regular Air,b8a986ee-987d-417e-98e8-7624cb1aeaa8
cdc860b0-382e-4ff3-a9c3-022beda56e9d,3943,01/09/2012,6.16,Regular Air,b8a986ee-987d-417e-98e8-7624cb1aeaa8
96326b47-7f64-414e-b424-0f4db81e6144,3944,09/04/2013,8.99,Regular Air,b8a986ee-987d-417e-98e8-7624cb1aeaa8
95a35335-600e-4544-8dff-ed3d630a4aab,3945,16/04/2013,1.99,Regular Air,b8a986ee-987d-417e-98e8-7624cb1aeaa8
43519375-061b-4957-9577-50ab6c48d519,3946,17/04/2010,28.16,Delivery Truck,4763c1fe-baa9-434e-aea4-8a92a450360a
76e25110-7921-488b-8aa9-6bbd49c53228,3947,02/03/2010,11.25,Regular Air,64ea89e8-f49e-4c9b-b225-3bc84783e1a9
c30c4546-48c5-44f4-a6db-9fbad3822f99,3948,14/10/2010,6.02,Regular Air,64ea89e8-f49e-4c9b-b225-3bc84783e1a9
963e40b3-2282-4958-beab-7b902d7a679a,3949,05/03/2012,43.32,Delivery Truck,64ea89e8-f49e-4c9b-b225-3bc84783e1a9
49966215-0ce2-4237-83a2-6e876e6ec6c9,3950,16/11/2012,0.7,Express Air,64ea89e8-f49e-4c9b-b225-3bc84783e1a9
918af60a-f256-4ebe-ae9d-124f2dc0e70c,3951,06/03/2012,4.93,Regular Air,fc7d8f41-89eb-46e1-b2d3-8d200ac1b4a0
c7751dc5-d155-414c-a463-5774187f3990,3952,04/03/2012,0.8,Regular Air,fc7d8f41-89eb-46e1-b2d3-8d200ac1b4a0
28811007-c2af-41d8-ad14-4ab72c94d80a,3953,16/03/2012,6.5,Regular Air,fc7d8f41-89eb-46e1-b2d3-8d200ac1b4a0
60819916-97a6-41b9-aa55-0b700bd3f7af,3954,19/03/2012,7.37,Regular Air,fc7d8f41-89eb-46e1-b2d3-8d200ac1b4a0
f300a66a-b55a-4b7f-b051-1ed8797d7a36,3955,17/12/2012,4.71,Express Air,fc7d8f41-89eb-46e1-b2d3-8d200ac1b4a0
9aa262a4-9980-4421-8dae-b061f37d44f4,3956,18/12/2012,2.5,Regular Air,fc7d8f41-89eb-46e1-b2d3-8d200ac1b4a0
7283a312-815a-4289-9903-e5a714999e24,3957,12/04/2013,5.81,Regular Air,fc7d8f41-89eb-46e1-b2d3-8d200ac1b4a0
c6bc5e1a-e7b6-40d6-94d1-313745d627df,3958,27/02/2013,42.52,Delivery Truck,e3a9b81c-b5b8-470a-b333-b02ad1354996
0bcb46d4-eb1b-4f4f-a431-b2437a76521e,3959,12/04/2013,19.99,Regular Air,e3a9b81c-b5b8-470a-b333-b02ad1354996
16bd0887-2092-4b3b-806e-e3badceddc8d,3960,21/09/2012,5.79,Express Air,9162d76a-c426-4075-bb8f-ee5e636dbc83
46444054-f6d7-4fea-a497-299031bb841a,3961,16/12/2012,74.35,Delivery Truck,9162d76a-c426-4075-bb8f-ee5e636dbc83
a21682ac-7933-4f0c-85d8-7b95ef15de4e,3962,21/10/2013,8.68,Regular Air,c129d4ed-b05b-4673-9f39-94486876b297
106f385b-70cd-46a5-b056-bb11255ccd91,3963,13/11/2013,5.89,Regular Air,c129d4ed-b05b-4673-9f39-94486876b297
ea75d96a-d421-44e1-b59c-ce250a08e1f9,3964,25/06/2011,11.25,Regular Air,d341064d-c0f1-466b-b8bc-6e8f5a414c3d
c07da039-a23f-419a-9017-77f170f9af39,3965,25/06/2011,29.21,Delivery Truck,d341064d-c0f1-466b-b8bc-6e8f5a414c3d
75a4aa26-b63c-4b81-9df2-5a562df7abf2,3966,24/08/2011,4.1,Express Air,d341064d-c0f1-466b-b8bc-6e8f5a414c3d
51c64e9a-ecb6-4a45-bd37-e14cdb3e2996,3967,18/10/2012,4.86,Regular Air,d341064d-c0f1-466b-b8bc-6e8f5a414c3d
bfb90a8b-c6ae-46d1-b2c3-e6924dde50fb,3968,10/11/2013,39.61,Regular Air,d341064d-c0f1-466b-b8bc-6e8f5a414c3d
d5939bee-3f70-41f3-8909-aa809727db72,3969,05/07/2011,6.02,Regular Air,5807b862-1b3c-4f46-a02d-f7ce9cd43ae3
8929d253-1f2a-41cc-b8f3-f50a1716d54c,3970,12/10/2011,0.93,Regular Air,5807b862-1b3c-4f46-a02d-f7ce9cd43ae3
de2176ea-acb2-4e1b-a20f-63dfaecda999,3971,11/11/2013,19.99,Regular Air,5807b862-1b3c-4f46-a02d-f7ce9cd43ae3
ef41ad3f-5f60-4b7f-8e2e-22b1555cf6a0,3972,18/08/2012,5.46,Regular Air,cfc37652-8559-447d-89af-e27fc14dad9d
fb2eba11-d8d7-4208-8cd8-d6a3814713a7,3973,06/02/2013,2.99,Regular Air,cfc37652-8559-447d-89af-e27fc14dad9d
9c6d3593-d7bc-4d70-b2d9-86f5c73889de,3974,19/08/2012,0.5,Regular Air,3722258b-1ddf-4ebf-a6ad-327dbd070fe7
d2e0b60b-4714-43fd-967e-0dd7c96fc4f9,3975,18/08/2012,7.37,Regular Air,3722258b-1ddf-4ebf-a6ad-327dbd070fe7
5b9d6617-a2e8-4448-be59-e4097aa30631,3976,20/06/2013,8.99,Regular Air,3722258b-1ddf-4ebf-a6ad-327dbd070fe7
d0e61156-d12f-4274-8e3f-64e5e5ec0e35,3977,08/10/2013,2.79,Regular Air,3722258b-1ddf-4ebf-a6ad-327dbd070fe7
ea335bbd-b408-43d5-b6dc-20858c63ce18,3978,10/08/2010,5.99,Regular Air,da760b3d-3702-4e32-9d86-ef45f8e5706a
e7312061-4b2e-42cd-bc88-9bcb54d6b313,3979,06/05/2012,6.75,Express Air,da760b3d-3702-4e32-9d86-ef45f8e5706a
f5622637-7446-4507-993b-50eef835d3c6,3980,05/05/2012,45.51,Delivery Truck,da760b3d-3702-4e32-9d86-ef45f8e5706a
4d213650-e33e-4bbc-8e2e-68ebc1643062,3981,20/05/2012,5.63,Regular Air,da760b3d-3702-4e32-9d86-ef45f8e5706a
9830447e-4985-4f1d-8210-e3da9c416931,3982,19/05/2012,7.44,Regular Air,da760b3d-3702-4e32-9d86-ef45f8e5706a
35561da4-1a3f-4649-87c4-5b89170ec0f0,3983,15/02/2013,8.68,Regular Air,da760b3d-3702-4e32-9d86-ef45f8e5706a
2b4c2cfc-a498-4e42-aed4-82adb55732b2,3984,20/12/2011,5.03,Regular Air,1d2a9364-1504-4571-923e-a24f0fd048c1
15108bac-9907-4fd0-b145-8dc6215a0bb7,3985,19/12/2011,3.9,Regular Air,1d2a9364-1504-4571-923e-a24f0fd048c1
3e753d0a-d12e-4c04-9f46-3a26cd6d8731,3986,02/09/2012,69.3,Delivery Truck,1d2a9364-1504-4571-923e-a24f0fd048c1
4c034132-53c6-4429-b1e8-7d6ca78f5a4b,3987,16/06/2013,5.0,Regular Air,1d2a9364-1504-4571-923e-a24f0fd048c1
e84f645b-f487-4f98-8fc8-6b60561dd611,3988,13/02/2013,58.2,Delivery Truck,f17fb67b-eb83-4412-beff-bbc95acbf1df
42a67bf6-9cda-491d-96a4-7bad110fda1e,3989,29/10/2013,1.99,Regular Air,f17fb67b-eb83-4412-beff-bbc95acbf1df
2251505c-4bbf-488f-8e89-120938bf45c9,3990,30/04/2013,7.18,Regular Air,cf61272f-c76b-4bb1-b457-6c01bffa509d
82a382ac-5f26-426a-af9a-bb2d0b49ffc8,3991,29/01/2013,0.96,Regular Air,4df705d5-dbb7-4399-b699-f56ce7e81d5e
29e2f6a4-65ea-4e10-b910-fb7df01d776e,3992,20/08/2010,6.97,Regular Air,85728569-b43d-47b9-b261-f723848f440e
2ed113db-f9dd-422a-a698-0fc756eabeca,3993,19/09/2011,13.99,Express Air,542042fe-f956-4c15-b0b1-cf469d91abd2
8fd4b893-2473-40d0-b09f-1ea1f6717eef,3994,12/02/2013,4.98,Express Air,0568506e-f467-4436-bee4-3586e5c7974a
96dfc77a-9349-4326-857a-32b8c33727a4,3995,16/09/2011,13.99,Regular Air,5687b60a-01a5-49fc-870a-cced695647b2
38083636-1ee9-45c6-8fb8-b4cf81bacea6,3996,06/05/2012,8.34,Regular Air,33f98622-2181-46d1-bb5d-9bf250062052
de8805e0-b832-44e3-9112-724a63067a1d,3997,28/10/2011,5.1,Regular Air,a30851b1-7068-4af9-9e21-e629538a4aee
b9713563-25c2-4eb5-9625-5991e5912db9,3998,28/10/2013,2.5,Express Air,a30851b1-7068-4af9-9e21-e629538a4aee
c3191212-d75b-443c-8961-476b35f27801,3999,04/12/2012,1.99,Regular Air,c8e84579-c1a7-4565-8599-bc6524112c2d
0f6789c3-f8ff-4f90-b55a-72d8e31c1008,4000,06/12/2012,4.08,Regular Air,c8e84579-c1a7-4565-8599-bc6524112c2d
9b9859d7-e2c6-4681-914c-d9bf173dc400,4001,08/05/2012,2.39,Regular Air,7886e58c-7338-430b-8f6e-fab966e77d5c
0bf54771-deef-4144-a869-f11c79a989fd,4002,01/04/2013,3.85,Regular Air,7886e58c-7338-430b-8f6e-fab966e77d5c
cac3216b-07aa-4e13-9c4f-fad1de9a1790,4003,04/10/2010,6.38,Express Air,e7f9e339-905b-4ee6-9c71-92f0ea285a63
6fd44ebf-6ade-496e-9d9f-8f316cf83f21,4004,05/08/2011,2.99,Regular Air,e7f9e339-905b-4ee6-9c71-92f0ea285a63
06360880-3768-4c52-acc1-a6da0df1f955,4005,02/10/2011,0.7,Express Air,e7f9e339-905b-4ee6-9c71-92f0ea285a63
81858b67-9eac-4806-8d22-29d7cd2ca05d,4006,20/11/2012,2.38,Regular Air,e7f9e339-905b-4ee6-9c71-92f0ea285a63
8124ad9a-0f88-45f6-aefe-5807812a1bbd,4007,19/11/2012,8.73,Regular Air,e7f9e339-905b-4ee6-9c71-92f0ea285a63
f87baa51-5ed8-4fa5-abac-6e3bfbb9dd55,4008,04/01/2012,5.08,Regular Air,3219cb80-4c89-429c-9224-9eb6b35276ec
322b17e3-5bc1-4e23-a3e8-56583d6276f5,4009,21/05/2012,35.67,Delivery Truck,3219cb80-4c89-429c-9224-9eb6b35276ec
763792ec-4de4-4ae9-bb98-87b06037fb43,4010,22/03/2011,6.79,Regular Air,d634cbbf-f8ec-4457-b03c-4f3aa8da0213
71e8dfdd-2ab7-4c57-8dfc-be2a19fd95d1,4011,01/05/2012,3.99,Regular Air,d634cbbf-f8ec-4457-b03c-4f3aa8da0213
0f5432ac-0731-43b9-b037-b4ebd7f42cb4,4012,02/05/2012,7.96,Regular Air,d634cbbf-f8ec-4457-b03c-4f3aa8da0213
23459448-b437-4f09-b039-9cc2ceb5e18a,4013,07/09/2012,2.5,Express Air,d634cbbf-f8ec-4457-b03c-4f3aa8da0213
24c10ef8-3569-496c-98f4-7f23f06279d0,4014,19/11/2012,4.0,Regular Air,d634cbbf-f8ec-4457-b03c-4f3aa8da0213
1cd527a9-114e-4f99-b957-7a8cbe675ef8,4015,06/10/2010,6.98,Regular Air,39d806ab-f026-474f-b82a-42a694fefa12
49f42dfd-6404-48dc-a172-8935ba37a5bd,4016,17/08/2013,4.86,Regular Air,39d806ab-f026-474f-b82a-42a694fefa12
34739391-90f8-435b-a646-459c810cb38b,4017,06/10/2013,34.2,Regular Air,39d806ab-f026-474f-b82a-42a694fefa12
26f9a26a-fb44-41b5-a92f-ad9f91976fe4,4018,12/11/2010,26.0,Delivery Truck,80077799-67de-4aca-bb79-f3d34afb5bc5
2dde56cc-81cd-4194-a20a-e66adf20b1dc,4019,12/11/2010,6.02,Regular Air,80077799-67de-4aca-bb79-f3d34afb5bc5
4e1a9a3c-5b44-4f48-b799-95462ecc21f2,4020,13/11/2010,0.98,Regular Air,80077799-67de-4aca-bb79-f3d34afb5bc5
d1bd3427-24ca-46d8-a047-0191b77c0e52,4021,23/05/2011,3.52,Regular Air,80077799-67de-4aca-bb79-f3d34afb5bc5
a5f7a457-e838-45fe-a977-e693e28a5382,4022,19/04/2012,19.99,Regular Air,80077799-67de-4aca-bb79-f3d34afb5bc5
bde18da6-aaca-4273-a739-ee4283d28738,4023,11/05/2012,14.36,Delivery Truck,f10e9494-f074-4f78-be7b-29dc53bdb614
eab9cb04-b448-41bb-aba3-5ca92202914e,4024,15/05/2012,2.5,Regular Air,f10e9494-f074-4f78-be7b-29dc53bdb614
cc8ec9f6-5201-4e7e-9140-1106e6351426,4025,20/04/2012,4.2,Regular Air,702ed7d0-f723-4566-a795-01259d14da84
ff324bca-b85d-4e56-accf-7d1704d79813,4026,14/12/2011,19.99,Regular Air,24c6342d-8295-485d-8395-60fe614337d5
d1d1751b-10c9-4294-b112-dc9d8ff3e753,4027,13/12/2011,2.87,Regular Air,24c6342d-8295-485d-8395-60fe614337d5
b57e2db0-a170-4ecd-97cb-02c46b59be7b,4028,21/05/2012,5.83,Express Air,bf6597c0-267a-4a23-8459-36ad6e9d2ae8
e00fb03c-be97-4d04-87a0-ec7cc312b524,4029,12/10/2010,2.15,Regular Air,11e195c1-79c8-4430-a221-82b65e4e75ae
c50faac6-a2b9-4332-94e0-6f950ee4ee34,4030,07/03/2011,5.14,Regular Air,11e195c1-79c8-4430-a221-82b65e4e75ae
eb85e453-90d4-4d09-a281-82fa32f66b24,4031,05/03/2011,42.52,Delivery Truck,11e195c1-79c8-4430-a221-82b65e4e75ae
c12fdbeb-2053-464c-9e4f-a2e520a8fed0,4032,06/08/2012,2.5,Regular Air,11e195c1-79c8-4430-a221-82b65e4e75ae
7769246e-821c-4a77-9933-a3a550a676e1,4033,15/08/2013,1.1,Regular Air,11e195c1-79c8-4430-a221-82b65e4e75ae
a244be0a-046d-4309-aefb-830dfccde91a,4034,18/01/2010,0.78,Regular Air,dc3f4ffd-b6b7-4ac2-9816-ce75ec528c74
c3ff3aa9-5ac8-443f-9980-92b04b0d42c3,4035,18/01/2010,29.21,Delivery Truck,dc3f4ffd-b6b7-4ac2-9816-ce75ec528c74
4f324973-961b-4b81-86ff-54f974ebdc3f,4036,01/11/2011,11.17,Regular Air,dc3f4ffd-b6b7-4ac2-9816-ce75ec528c74
501441df-56cf-4f67-a8d5-77000f9fe405,4037,05/11/2013,4.95,Regular Air,dc3f4ffd-b6b7-4ac2-9816-ce75ec528c74
ea342d16-ce80-4a85-8e18-9e085e860345,4038,03/11/2013,3.05,Regular Air,dc3f4ffd-b6b7-4ac2-9816-ce75ec528c74
27b46a8f-1387-418a-b361-fd9e412cc88b,4039,14/08/2013,1.92,Regular Air,a3193cd0-2662-43e8-8300-01c4c2406717
48899963-e302-4f4e-96eb-c5b0be9624ad,4040,08/01/2010,4.77,Regular Air,8c1fb296-143c-45fe-ad76-00a71df99bc5
a0cd727e-614e-4d25-9e02-fcceaf01a51e,4041,08/01/2010,24.49,Express Air,8c1fb296-143c-45fe-ad76-00a71df99bc5
9fc88bcf-c523-4519-802a-baaa1cfd7b45,4042,15/08/2012,7.09,Regular Air,8c1fb296-143c-45fe-ad76-00a71df99bc5
e6d33eb4-07ef-459a-8333-1edaaa386a08,4043,21/10/2012,7.77,Regular Air,8c1fb296-143c-45fe-ad76-00a71df99bc5
a9a3f0d3-a877-484e-87f6-da77030e65e7,4044,22/10/2012,10.68,Regular Air,8c1fb296-143c-45fe-ad76-00a71df99bc5
dea1495a-cacb-4c7f-b649-6b1aeaa3f099,4045,03/02/2013,3.96,Regular Air,8c1fb296-143c-45fe-ad76-00a71df99bc5
bb5df687-4c3f-4c71-9b26-a1c5c1140c63,4046,15/04/2010,15.09,Regular Air,07fb6894-9b70-415d-a04f-321aba861a39
caf0222a-579f-4ebc-b6ec-145d6fbbbef4,4047,10/08/2010,3.6,Express Air,07fb6894-9b70-415d-a04f-321aba861a39
adf07c58-d478-4a2e-aeba-fde227a1538c,4048,25/07/2013,24.49,Regular Air,07fb6894-9b70-415d-a04f-321aba861a39
cc6f70e9-495e-4385-9061-e3562e151101,4049,12/05/2010,6.05,Regular Air,67974389-33f2-495b-96e6-8a372b984e17
7a32cf11-f2e7-42d8-b4a0-ad0c8f64a2de,4050,11/05/2010,9.45,Regular Air,67974389-33f2-495b-96e6-8a372b984e17
924f89f4-ff77-4d7b-909b-75a70f326ac6,4051,03/02/2013,7.37,Regular Air,67974389-33f2-495b-96e6-8a372b984e17
d00a0712-1019-4907-8275-214acd5ddf25,4052,13/05/2013,49.0,Regular Air,67974389-33f2-495b-96e6-8a372b984e17
f6d047fb-9afe-42e5-baf8-ef40a3f97f4e,4053,01/06/2013,5.83,Regular Air,67974389-33f2-495b-96e6-8a372b984e17
eef9b053-16c8-417e-8084-e4aa85ffada8,4054,18/10/2013,2.99,Regular Air,67974389-33f2-495b-96e6-8a372b984e17
9d30dca2-f1fe-459c-87db-d892558df4b4,4055,20/10/2013,24.49,Regular Air,c9f975a3-fe94-419b-a8df-544819b9bd48
162715bd-3bf5-4702-ba73-44d494f14814,4056,15/09/2012,5.76,Regular Air,7f635cac-0cbe-49b4-b868-ad6900ef2654
f1569ba3-d736-4993-af8a-ceb4e4f25ecc,4057,17/09/2012,7.42,Regular Air,1c9a2441-3e0d-4a1e-b65d-22932c9e71d1
15f8a0aa-da7d-4e79-94b6-32169ae27eb9,4058,17/09/2012,19.99,Regular Air,e63b51aa-db01-4197-94bd-9b377ca713f8
68fb1f22-a377-4d21-96c9-8330737bfec9,4059,12/04/2010,1.99,Regular Air,0eba9104-46f2-49a7-8e3e-9df874a15a4f
af908ade-c03f-4efc-8c36-331aaf4fdf1c,4060,13/05/2012,39.61,Express Air,9e0c1b87-3f34-44db-a235-ad083087d6d5
e2848609-f0ca-4daf-ba46-c42c4e104e79,4061,11/02/2013,29.21,Delivery Truck,9e0c1b87-3f34-44db-a235-ad083087d6d5
b1b94842-bc20-413a-bae1-130a26a14d6f,4062,25/04/2013,19.99,Regular Air,9e0c1b87-3f34-44db-a235-ad083087d6d5
079bc2c8-ecf4-41d3-b238-cca1360a87e5,4063,26/04/2013,4.23,Regular Air,9e0c1b87-3f34-44db-a235-ad083087d6d5
b874f518-5f36-4455-afce-52909f075d92,4064,06/04/2010,4.59,Regular Air,ac9bdfb8-5f42-4674-b590-9222b70dd888
7de6e11c-6eef-4f99-9891-7bad2a4433d3,4065,05/12/2011,7.87,Regular Air,752e1cc6-b61b-4947-a1f8-0a3cd446b701
b75b243e-b7e8-42b1-b103-52d770f705bb,4066,09/10/2012,4.62,Regular Air,752e1cc6-b61b-4947-a1f8-0a3cd446b701
81425457-cdcc-4605-b07c-f164cf000933,4067,10/10/2012,0.5,Regular Air,752e1cc6-b61b-4947-a1f8-0a3cd446b701
5ae4b670-45a2-48a2-9933-d30e1397ff1e,4068,11/03/2013,5.41,Regular Air,752e1cc6-b61b-4947-a1f8-0a3cd446b701
b4cf00ec-9373-4dbe-b147-331b33ed8bbf,4069,28/05/2013,4.28,Regular Air,752e1cc6-b61b-4947-a1f8-0a3cd446b701
